ID,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,AcceptedCmp6,Childhome,HouseholdType,HouseholdSize,TotalSpending,TotalAcceptedCmp,log_MntWines,log_MntFruits,log_MntMeatProducts,log_MntFishProducts,log_MntSweetProducts,log_MntGoldProds,IncomeLevel,SpendingLevel
4376,Single,32218.0,0,0,15-02-2014,27,10,24,15,13,1,30,1,1,0,0,0,0,1,0,Single_NoChild,No Children,93,2,2.4,3.22,2.77,2.64,0.69,3.43,Lower-Middle,Low Spending
8923,Single,83917.0,0,0,18-04-2013,12,514,22,732,42,198,79,1,0,0,0,0,0,1,0,Single_NoChild,No Children,1587,1,6.24,3.14,6.6,3.76,5.29,4.38,Upper-Middle,Upper-Middle Spending
8461,Single,46102.0,2,1,2014-10-03 00:00:00,3,14,0,1,0,0,1,1,0,0,0,0,0,0,3,Single_WithChild,Large Family,16,0,2.71,0.0,0.69,0.0,0.0,0.69,Lower-Middle,Low Spending
6945,Single,84574.0,0,0,2013-04-06 00:00:00,72,387,20,713,38,54,163,1,0,0,0,0,0,0,0,Single_NoChild,No Children,1375,0,5.96,3.04,6.57,3.66,4.01,5.1,Upper-Middle,Upper-Middle Spending
944,Couple,56181.0,0,1,2013-08-01 00:00:00,6,121,103,69,8,44,48,1,0,0,0,0,0,0,1,Couple_WithChild,Small Family,393,0,4.8,4.64,4.25,2.2,3.81,3.89,Lower-Middle,Low Spending
1907,Single,63120.0,0,1,28-09-2012,53,965,69,279,54,41,69,5,0,0,0,0,0,1,1,Single_WithChild,Small Family,1477,1,6.87,4.25,5.63,4.01,3.74,4.25,Upper-Middle,Upper-Middle Spending
701,Couple,73691.0,0,1,2013-06-11 00:00:00,58,707,21,250,85,43,73,2,1,0,0,0,0,0,1,Couple_WithChild,Small Family,1179,1,6.56,3.09,5.53,4.45,3.78,4.3,Upper-Middle,Lower-Middle Spending
3856,Couple,63381.0,0,1,2012-05-10 00:00:00,78,571,50,142,33,50,159,4,0,0,0,0,0,0,1,Couple_WithChild,Small Family,1005,0,6.35,3.93,4.96,3.53,3.93,5.08,Upper-Middle,Lower-Middle Spending
4149,Couple,76140.0,0,0,13-05-2014,57,586,66,653,17,0,26,1,0,0,0,0,0,0,0,Couple_NoChild,No Children,1348,0,6.38,4.2,6.48,2.89,0.0,3.3,Upper-Middle,Upper-Middle Spending
2131,Single,62859.0,0,1,30-12-2012,37,1063,89,102,16,12,25,4,0,0,0,0,0,0,1,Single_WithChild,Small Family,1307,0,6.97,4.5,4.63,2.83,2.56,3.26,Upper-Middle,Upper-Middle Spending
2942,Single,45906.0,0,1,2013-07-05 00:00:00,20,305,3,27,4,3,144,2,1,0,0,0,0,0,1,Single_WithChild,Small Family,486,1,5.72,1.39,3.33,1.61,1.39,4.98,Lower-Middle,Low Spending
1173,Couple,77632.0,0,0,2013-10-03 00:00:00,73,1200,105,758,0,42,147,1,0,1,1,0,0,1,0,Couple_NoChild,No Children,2252,3,7.09,4.66,6.63,0.0,3.76,5.0,Upper-Middle,High Spending
4381,Couple,46463.0,1,1,18-08-2013,56,163,2,40,8,11,11,7,0,0,0,0,0,0,2,Couple_WithChild,Small Family,235,0,5.1,1.1,3.71,2.2,2.48,2.48,Lower-Middle,Low Spending
4611,Couple,105471.0,0,0,21-01-2013,36,1009,181,104,202,21,207,0,0,0,1,1,0,1,0,Couple_NoChild,No Children,1724,3,6.92,5.2,4.65,5.31,3.09,5.34,High Income,Upper-Middle Spending
3376,Single,55282.0,1,0,13-12-2013,9,125,6,73,8,4,19,1,0,0,0,0,0,0,1,Single_WithChild,Small Family,235,0,4.84,1.95,4.3,2.2,1.61,3.0,Lower-Middle,Low Spending
4679,Couple,78710.0,0,1,23-05-2014,42,721,0,152,119,50,50,3,0,0,0,0,0,0,1,Couple_WithChild,Small Family,1092,0,6.58,0.0,5.03,4.79,3.93,3.93,Upper-Middle,Lower-Middle Spending
10928,Couple,66886.0,0,1,16-09-2013,28,315,4,62,41,31,146,2,0,0,0,0,0,0,1,Couple_WithChild,Small Family,599,0,5.76,1.61,4.14,3.74,3.47,4.99,Upper-Middle,Low Spending
4248,Single,98777.0,0,0,17-02-2014,23,1000,19,711,125,115,38,0,0,1,0,0,0,0,0,Single_NoChild,No Children,2008,1,6.91,3.0,6.57,4.84,4.75,3.66,High Income,High Spending
6728,Couple,29103.0,1,0,27-08-2012,38,16,0,17,6,3,6,2,0,0,0,0,0,0,1,Couple_WithChild,Small Family,48,0,2.83,0.0,2.89,1.95,1.39,1.95,Low Income,Low Spending
6661,Couple,67445.0,0,1,2012-12-08 00:00:00,63,757,80,217,29,80,11,5,0,0,0,0,0,0,1,Couple_WithChild,Small Family,1174,0,6.63,4.39,5.38,3.4,4.39,2.48,Upper-Middle,Lower-Middle Spending
4725,Couple,50616.0,0,1,13-04-2014,71,30,2,25,0,1,9,1,0,0,0,0,0,0,1,Couple_WithChild,Small Family,67,0,3.43,1.1,3.26,0.0,0.69,2.3,Lower-Middle,Low Spending
3277,Single,49431.0,0,1,2012-03-08 00:00:00,9,219,3,100,26,0,17,2,0,0,0,0,0,0,1,Single_WithChild,Small Family,365,0,5.39,1.39,4.62,3.3,0.0,2.89,Lower-Middle,Low Spending
2564,Couple,61278.0,0,1,2014-04-01 00:00:00,87,111,3,28,2,6,15,2,0,0,0,0,0,0,1,Couple_WithChild,Small Family,165,0,4.72,1.39,3.37,1.1,1.95,2.77,Upper-Middle,Low Spending
946,Couple,26490.0,0,0,22-09-2012,92,45,47,52,21,20,25,2,0,0,0,0,0,0,0,Couple_NoChild,No Children,210,0,3.83,3.87,3.97,3.09,3.04,3.26,Low Income,Low Spending
3867,Couple,73059.0,0,1,31-08-2013,36,410,112,420,0,82,71,1,0,0,0,0,0,0,1,Couple_WithChild,Small Family,1095,0,6.02,4.73,6.04,0.0,4.42,4.28,Upper-Middle,Lower-Middle Spending
6940,Single,46734.0,1,2,21-10-2013,86,100,1,39,6,1,76,4,1,0,0,0,0,0,3,Single_WithChild,Large Family,223,1,4.62,0.69,3.69,1.95,0.69,4.34,Lower-Middle,Low Spending
55,Couple,56253.0,0,1,2012-07-12 00:00:00,83,509,0,65,7,11,5,4,0,0,0,0,0,0,1,Couple_WithChild,Small Family,597,0,6.23,0.0,4.19,2.08,2.48,1.79,Lower-Middle,Low Spending
7093,Couple,19986.0,1,0,14-11-2013,74,3,6,5,0,2,6,1,0,0,0,0,0,0,1,Couple_WithChild,Small Family,22,0,1.39,1.95,1.79,0.0,1.1,1.95,Low Income,Low Spending
5084,Single,58330.0,0,1,25-12-2013,87,445,53,213,104,98,151,1,0,0,0,0,0,0,1,Single_WithChild,Small Family,1064,0,6.1,3.99,5.37,4.65,4.6,5.02,Lower-Middle,Lower-Middle Spending
1777,Couple,25965.0,0,0,2012-07-09 00:00:00,29,2,2,11,41,7,11,1,0,0,0,0,0,0,0,Couple_NoChild,No Children,74,0,1.1,1.1,2.48,3.74,2.08,2.48,Low Income,Low Spending
8162,Couple,14661.0,0,0,2013-01-01 00:00:00,88,4,1,11,6,2,2,1,0,0,0,0,0,0,0,Couple_NoChild,No Children,26,0,1.61,0.69,2.48,1.95,1.1,1.1,Low Income,Low Spending
10826,Couple,18690.0,0,0,28-12-2012,77,6,1,7,23,4,19,1,0,0,0,0,0,0,0,Couple_NoChild,No Children,60,0,1.95,0.69,2.08,3.18,1.61,3.0,Low Income,Low Spending
8754,Couple,45068.0,0,1,16-05-2013,25,14,0,3,0,0,3,1,0,0,0,0,0,0,1,Couple_WithChild,Small Family,20,0,2.71,0.0,1.39,0.0,0.0,1.39,Lower-Middle,Low Spending
1987,Single,21063.0,1,0,25-09-2013,34,1,10,11,19,3,15,2,0,0,0,0,0,0,1,Single_WithChild,Small Family,59,0,0.69,2.4,2.48,3.0,1.39,2.77,Low Income,Low Spending
11007,Couple,29187.0,1,0,2013-09-05 00:00:00,43,26,0,6,0,0,2,1,0,0,0,0,0,0,1,Couple_WithChild,Small Family,34,0,3.3,0.0,1.95,0.0,0.0,1.1,Low Income,Low Spending
7426,Couple,54690.0,1,1,2013-07-11 00:00:00,76,111,16,37,7,9,18,3,0,0,0,0,0,0,2,Couple_WithChild,Small Family,198,0,4.72,2.83,3.64,2.08,2.3,2.94,Lower-Middle,Low Spending
9153,Couple,59304.0,0,1,29-07-2013,81,418,61,428,80,51,10,3,0,0,0,0,0,0,1,Couple_WithChild,Small Family,1048,0,6.04,4.13,6.06,4.39,3.95,2.4,Lower-Middle,Lower-Middle Spending
10379,Single,59247.0,0,2,2013-08-11 00:00:00,87,327,9,122,19,14,83,5,0,0,0,0,0,0,2,Single_WithChild,Small Family,574,0,5.79,2.3,4.81,3.0,2.71,4.43,Lower-Middle,Low Spending
9204,Single,66731.0,0,1,2012-12-09 00:00:00,33,371,159,194,58,106,141,4,0,0,0,0,0,0,1,Single_WithChild,Small Family,1029,0,5.92,5.08,5.27,4.08,4.67,4.96,Upper-Middle,Lower-Middle Spending
3197,Couple,77353.0,0,1,16-12-2013,38,275,59,107,69,101,59,2,0,0,0,0,0,0,1,Couple_WithChild,Small Family,670,0,5.62,4.09,4.68,4.25,4.62,4.09,Upper-Middle,Lower-Middle Spending
2920,Single,52614.0,0,1,2012-01-12 00:00:00,63,789,0,142,12,9,38,2,0,0,0,0,0,0,1,Single_WithChild,Small Family,990,0,6.67,0.0,4.96,2.56,2.3,3.66,Lower-Middle,Lower-Middle Spending
6961,Couple,26751.0,2,0,22-05-2014,26,1,1,5,0,3,1,1,0,0,0,0,0,0,2,Couple_WithChild,Small Family,11,0,0.69,0.69,1.79,0.0,1.39,0.69,Low Income,Low Spending
4673,Couple,81300.0,0,1,30-10-2012,17,1004,12,145,32,12,36,3,0,0,0,1,0,1,1,Couple_WithChild,Small Family,1241,2,6.91,2.56,4.98,3.5,2.56,3.61,Upper-Middle,Lower-Middle Spending
9937,Single,70337.0,0,0,2014-02-01 00:00:00,75,187,81,149,25,43,91,1,0,0,0,0,0,0,0,Single_NoChild,No Children,576,0,5.24,4.41,5.01,3.26,3.78,4.52,Upper-Middle,Low Spending
8779,Couple,36145.0,1,0,16-06-2013,13,56,4,76,17,1,18,4,1,0,0,0,0,1,1,Couple_WithChild,Small Family,172,2,4.04,1.61,4.34,2.89,0.69,2.94,Lower-Middle,Low Spending
9596,Single,65295.0,0,0,23-12-2013,19,365,32,117,34,110,6,1,0,0,0,0,0,0,0,Single_NoChild,No Children,664,0,5.9,3.5,4.77,3.56,4.71,1.95,Upper-Middle,Lower-Middle Spending
2891,Single,68118.0,0,1,18-10-2013,51,595,23,123,10,23,154,2,0,0,0,0,0,0,1,Single_WithChild,Small Family,928,0,6.39,3.18,4.82,2.4,3.18,5.04,Upper-Middle,Lower-Middle Spending
4910,Single,68743.0,0,0,30-08-2012,81,1132,134,384,175,134,115,1,0,0,0,0,0,0,0,Single_NoChild,No Children,2074,0,7.03,4.91,5.95,5.17,4.91,4.75,Upper-Middle,High Spending
75,Couple,41039.0,0,0,25-07-2013,32,34,11,137,179,61,45,1,0,0,0,0,0,0,0,Couple_NoChild,No Children,467,0,3.56,2.48,4.93,5.19,4.13,3.83,Lower-Middle,Low Spending
10120,Couple,38946.0,0,1,24-10-2013,84,116,6,82,6,6,41,2,0,0,0,0,0,0,1,Couple_WithChild,Small Family,257,0,4.76,1.95,4.42,1.95,1.95,3.74,Lower-Middle,Low Spending
6327,Couple,65777.0,0,0,19-12-2013,87,565,32,435,28,32,54,1,0,0,0,0,0,0,0,Couple_NoChild,No Children,1146,0,6.34,3.5,6.08,3.37,3.5,4.01,Upper-Middle,Lower-Middle Spending
10142,Single,66476.0,0,1,2013-07-03 00:00:00,99,372,18,126,47,48,78,2,0,0,0,0,0,0,1,Single_WithChild,Small Family,689,0,5.92,2.94,4.84,3.87,3.89,4.37,Upper-Middle,Lower-Middle Spending
9826,Single,86857.0,0,0,2012-12-09 00:00:00,96,899,102,838,133,102,40,1,0,0,0,0,0,1,0,Single_NoChild,No Children,2114,1,6.8,4.63,6.73,4.9,4.63,3.71,Upper-Middle,High Spending
10767,Couple,77845.0,0,0,16-05-2014,40,760,40,480,0,40,26,1,0,0,1,1,0,0,0,Couple_NoChild,No Children,1346,2,6.63,3.71,6.18,0.0,3.71,3.3,Upper-Middle,Upper-Middle Spending
7279,Couple,69476.0,0,0,30-09-2013,3,260,86,559,63,9,67,1,0,0,0,0,0,0,0,Couple_NoChild,No Children,1044,0,5.56,4.47,6.33,4.16,2.3,4.22,Upper-Middle,Lower-Middle Spending
7230,Single,50611.0,0,1,2012-04-10 00:00:00,98,459,0,24,6,0,4,6,0,1,0,0,0,1,1,Single_WithChild,Small Family,493,2,6.13,0.0,3.22,1.95,0.0,1.61,Lower-Middle,Low Spending
143,Single,61209.0,0,0,25-08-2013,73,466,0,224,119,49,99,1,0,0,0,0,0,0,0,Single_NoChild,No Children,957,0,6.15,0.0,5.42,4.79,3.91,4.61,Upper-Middle,Lower-Middle Spending
450,Couple,42315.0,0,1,2013-12-07 00:00:00,90,67,15,80,17,11,80,3,0,0,0,0,0,0,1,Couple_WithChild,Small Family,270,0,4.22,2.77,4.39,2.89,2.48,4.39,Lower-Middle,Low Spending
9316,Couple,13084.0,0,0,2013-02-11 00:00:00,29,2,0,7,3,7,10,1,0,0,0,0,0,0,0,Couple_NoChild,No Children,29,0,1.1,0.0,2.08,1.39,2.08,2.4,Low Income,Low Spending
6379,Single,47570.0,1,1,29-05-2013,3,67,1,20,0,2,31,3,0,0,0,0,0,1,2,Single_WithChild,Small Family,121,1,4.22,0.69,3.04,0.0,1.1,3.47,Lower-Middle,Low Spending
9239,Couple,61923.0,0,2,26-07-2013,94,92,4,18,3,3,6,1,0,0,0,0,0,0,2,Couple_WithChild,Small Family,126,0,4.53,1.61,2.94,1.39,1.39,1.95,Upper-Middle,Low Spending
8315,Single,34824.0,0,0,26-03-2014,65,4,2,11,2,0,4,1,0,0,0,0,0,0,0,Single_NoChild,No Children,23,0,1.61,1.1,2.48,1.1,0.0,1.61,Lower-Middle,Low Spending
2868,Single,26518.0,1,1,2013-08-04 00:00:00,33,20,1,28,3,3,2,3,0,0,0,0,0,1,2,Single_WithChild,Small Family,57,1,3.04,0.69,3.37,1.39,1.39,1.1,Low Income,Low Spending
10888,Single,45938.0,0,0,2013-03-11 00:00:00,46,273,11,178,62,83,29,2,0,0,0,0,0,0,0,Single_NoChild,No Children,636,0,5.61,2.48,5.19,4.14,4.43,3.4,Lower-Middle,Lower-Middle Spending
1277,Couple,78468.0,0,0,2014-09-04 00:00:00,29,434,22,388,104,22,34,1,0,0,0,1,0,0,0,Couple_NoChild,No Children,1004,1,6.08,3.14,5.96,4.65,3.14,3.56,Upper-Middle,Lower-Middle Spending
9977,Single,78901.0,0,1,17-09-2013,99,321,11,309,33,26,34,3,0,0,0,0,0,0,1,Single_WithChild,Small Family,734,0,5.77,2.48,5.74,3.53,3.3,3.56,Upper-Middle,Lower-Middle Spending
10196,Couple,71427.0,2,0,2014-12-03 00:00:00,26,212,123,177,15,64,23,2,0,0,0,0,0,0,2,Couple_WithChild,Small Family,614,0,5.36,4.82,5.18,2.77,4.17,3.18,Upper-Middle,Low Spending
6384,Single,71022.0,0,1,2014-11-02 00:00:00,30,909,12,278,0,12,242,3,1,0,0,0,0,0,1,Single_WithChild,Small Family,1453,1,6.81,2.56,5.63,0.0,2.56,5.49,Upper-Middle,Upper-Middle Spending
8029,Single,90247.0,0,0,29-04-2014,27,1184,32,352,21,16,16,1,0,1,1,1,0,1,0,Single_NoChild,No Children,1621,4,7.08,3.5,5.87,3.09,2.83,2.83,High Income,Upper-Middle Spending
968,Single,41335.0,1,0,26-12-2013,24,112,19,21,16,14,5,3,0,0,0,0,0,0,1,Single_WithChild,Small Family,187,0,4.73,3.0,3.09,2.83,2.71,1.79,Lower-Middle,Low Spending
6988,Couple,71952.0,1,0,2013-10-01 00:00:00,93,656,80,455,52,107,93,2,1,0,1,0,0,0,1,Couple_WithChild,Small Family,1443,2,6.49,4.39,6.12,3.97,4.68,4.54,Upper-Middle,Upper-Middle Spending
4472,Single,35682.0,1,0,27-06-2014,34,23,0,8,6,2,18,1,0,0,0,0,0,0,1,Single_WithChild,Small Family,57,0,3.18,0.0,2.2,1.95,1.1,2.94,Lower-Middle,Low Spending
6991,Single,43185.0,0,1,2013-10-04 00:00:00,88,537,6,42,16,6,30,2,0,0,0,0,0,0,1,Single_WithChild,Small Family,637,0,6.29,1.95,3.76,2.83,1.95,3.43,Lower-Middle,Lower-Middle Spending
3336,Couple,66375.0,0,1,21-11-2013,96,712,0,45,0,0,191,3,1,0,0,0,0,0,1,Couple_WithChild,Small Family,948,1,6.57,0.0,3.83,0.0,0.0,5.26,Upper-Middle,Lower-Middle Spending
4301,Couple,35178.0,1,0,2013-10-01 00:00:00,10,23,1,13,2,2,18,1,1,0,0,0,0,1,1,Couple_WithChild,Small Family,59,2,3.18,0.69,2.64,1.1,1.1,2.94,Lower-Middle,Low Spending
1940,Couple,25252.0,1,0,2013-12-07 00:00:00,26,1,3,4,2,2,6,1,0,0,0,0,0,0,1,Couple_WithChild,Small Family,18,0,0.69,1.39,1.61,1.1,1.1,1.95,Low Income,Low Spending
1272,Single,55250.0,0,1,21-10-2012,49,664,58,83,32,0,66,4,0,0,0,0,0,0,1,Single_WithChild,Small Family,903,0,6.5,4.08,4.43,3.5,0.0,4.2,Lower-Middle,Lower-Middle Spending
1388,Single,33249.0,1,0,20-02-2013,11,6,10,21,19,14,42,2,0,0,0,0,0,0,1,Single_WithChild,Small Family,112,0,1.95,2.4,3.09,3.0,2.71,3.76,Lower-Middle,Low Spending
1044,Couple,58398.0,0,0,14-05-2013,44,299,5,201,21,21,49,3,0,0,0,0,0,0,0,Couple_NoChild,No Children,596,0,5.7,1.79,5.31,3.09,3.09,3.91,Lower-Middle,Low Spending
6969,Couple,50272.0,1,0,2013-07-08 00:00:00,75,99,13,66,43,8,4,3,0,0,0,0,0,0,1,Couple_WithChild,Small Family,233,0,4.61,2.64,4.2,3.78,2.2,1.61,Lower-Middle,Low Spending
10479,Couple,76618.0,0,0,2012-07-12 00:00:00,64,749,40,294,121,160,147,1,0,0,0,0,0,0,0,Couple_NoChild,No Children,1511,0,6.62,3.71,5.69,4.8,5.08,5.0,Upper-Middle,Upper-Middle Spending
3619,Single,87305.0,0,0,23-09-2012,19,345,25,501,63,138,80,1,0,0,1,0,0,1,0,Single_NoChild,No Children,1152,2,5.85,3.26,6.22,4.16,4.93,4.39,Upper-Middle,Lower-Middle Spending
1715,Couple,25851.0,1,0,2013-11-02 00:00:00,45,9,4,18,7,5,5,2,0,0,0,0,0,0,1,Couple_WithChild,Small Family,48,0,2.3,1.61,2.94,2.08,1.79,1.79,Low Income,Low Spending
10159,Single,58710.0,0,1,31-03-2013,77,440,81,368,0,122,174,6,0,0,0,0,0,0,1,Single_WithChild,Small Family,1185,0,6.09,4.41,5.91,0.0,4.81,5.16,Lower-Middle,Lower-Middle Spending
1463,Single,45160.0,1,1,29-03-2014,9,8,2,5,3,0,3,1,0,0,0,0,0,0,2,Single_WithChild,Small Family,21,0,2.2,1.1,1.79,1.39,0.0,1.39,Lower-Middle,Low Spending
5114,Couple,74806.0,0,1,19-12-2012,1,670,9,249,0,28,9,2,0,0,0,0,0,0,1,Couple_WithChild,Small Family,965,0,6.51,2.3,5.52,0.0,3.37,2.3,Upper-Middle,Lower-Middle Spending
4990,Couple,59111.0,0,0,2013-02-05 00:00:00,90,524,0,134,28,28,155,1,0,0,0,0,0,0,0,Couple_NoChild,No Children,869,0,6.26,0.0,4.91,3.37,3.37,5.05,Lower-Middle,Lower-Middle Spending
4329,Couple,18988.0,1,0,23-05-2014,43,6,0,6,2,1,1,2,0,0,0,0,0,0,1,Couple_WithChild,Small Family,16,0,1.95,0.0,1.95,1.1,0.69,0.69,Low Income,Low Spending
10936,Couple,72190.0,0,0,13-02-2013,79,597,166,597,172,166,249,1,0,0,0,0,0,0,0,Couple_NoChild,No Children,1947,0,6.39,5.12,6.39,5.15,5.12,5.52,Upper-Middle,High Spending
4692,Couple,7500.0,1,0,2012-01-08 00:00:00,19,7,0,12,13,7,32,5,1,0,0,0,0,1,1,Couple_WithChild,Small Family,71,2,2.08,0.0,2.56,2.64,2.08,3.5,Low Income,Low Spending
7212,Couple,44794.0,0,1,2014-08-06 00:00:00,99,54,0,7,0,0,4,1,0,0,0,0,0,0,1,Couple_WithChild,Small Family,65,0,4.01,0.0,2.08,0.0,0.0,1.61,Lower-Middle,Low Spending
6086,Couple,80395.0,0,0,23-11-2013,62,445,25,706,80,76,48,1,0,0,0,1,0,0,0,Couple_NoChild,No Children,1380,1,6.1,3.26,6.56,4.39,4.34,3.89,Upper-Middle,Upper-Middle Spending
437,Single,75012.0,0,0,25-01-2014,41,294,142,218,164,58,151,1,0,0,0,0,0,0,0,Single_NoChild,No Children,1027,0,5.69,4.96,5.39,5.11,4.08,5.02,Upper-Middle,Lower-Middle Spending
11171,Couple,56962.0,2,1,2013-11-10 00:00:00,60,292,3,77,10,3,26,7,0,0,0,0,0,0,3,Couple_WithChild,Large Family,411,0,5.68,1.39,4.36,2.4,1.39,3.3,Lower-Middle,Low Spending
11101,Couple,89891.0,0,0,15-04-2013,17,412,22,132,59,28,183,1,0,0,1,0,0,0,0,Couple_NoChild,No Children,836,1,6.02,3.14,4.89,4.09,3.37,5.21,Upper-Middle,Lower-Middle Spending
5329,Single,35946.0,1,1,27-09-2013,24,8,0,3,0,0,0,1,0,0,0,0,0,0,2,Single_WithChild,Small Family,11,0,2.2,0.0,1.39,0.0,0.0,0.0,Lower-Middle,Low Spending
610,Couple,53593.0,1,1,2012-07-08 00:00:00,60,349,4,78,6,0,43,8,0,0,0,0,0,0,2,Couple_WithChild,Small Family,480,0,5.86,1.61,4.37,1.95,0.0,3.78,Lower-Middle,Low Spending
9384,Couple,66373.0,1,1,2013-12-06 00:00:00,57,328,9,124,12,24,109,7,0,0,0,0,0,0,2,Couple_WithChild,Small Family,606,0,5.8,2.3,4.83,2.56,3.22,4.7,Upper-Middle,Low Spending
5956,Single,45072.0,1,2,16-10-2013,74,144,2,99,7,2,30,5,0,0,0,0,0,0,3,Single_WithChild,Large Family,284,0,4.98,1.1,4.61,2.08,1.1,3.43,Lower-Middle,Low Spending
10430,Single,89694.0,1,1,2013-09-10 00:00:00,22,1126,28,211,37,28,42,3,0,1,1,1,0,0,2,Single_WithChild,Small Family,1472,3,7.03,3.37,5.36,3.64,3.37,3.76,Upper-Middle,Upper-Middle Spending
7875,Couple,72025.0,0,0,29-04-2014,46,967,0,617,43,50,0,1,0,1,1,1,0,1,0,Couple_NoChild,No Children,1677,4,6.88,0.0,6.43,3.78,3.93,0.0,Upper-Middle,Upper-Middle Spending
7072,Couple,67432.0,0,1,29-03-2013,69,432,79,341,177,136,170,2,0,0,0,0,0,0,1,Couple_WithChild,Small Family,1335,0,6.07,4.38,5.83,5.18,4.92,5.14,Upper-Middle,Upper-Middle Spending
6255,Couple,70545.0,0,1,2014-03-06 00:00:00,29,138,39,63,55,18,21,1,0,0,0,0,0,0,1,Couple_WithChild,Small Family,334,0,4.93,3.69,4.16,4.03,2.94,3.09,Upper-Middle,Low Spending
6516,Couple,17487.0,1,0,18-03-2013,37,0,0,1,7,4,6,1,0,0,0,0,0,0,1,Couple_WithChild,Small Family,18,0,0.0,0.0,0.69,2.08,1.61,1.95,Low Income,Low Spending
5564,Couple,62882.0,0,1,2012-09-08 00:00:00,26,509,133,497,78,24,97,2,0,0,0,0,0,0,1,Couple_WithChild,Small Family,1338,0,6.23,4.9,6.21,4.37,3.22,4.58,Upper-Middle,Upper-Middle Spending
5682,Single,64108.0,0,1,23-03-2013,8,948,10,86,13,21,21,4,0,0,0,0,0,0,1,Single_WithChild,Small Family,1099,0,6.86,2.4,4.47,2.64,3.09,3.09,Upper-Middle,Lower-Middle Spending
7458,Couple,34941.0,1,1,2013-06-03 00:00:00,26,39,2,25,4,3,24,2,0,0,0,0,0,0,2,Couple_WithChild,Small Family,97,0,3.69,1.1,3.26,1.61,1.39,3.22,Lower-Middle,Low Spending
5237,Single,48767.0,1,2,2014-01-01 00:00:00,79,28,1,21,3,0,10,3,0,0,0,0,0,0,3,Single_WithChild,Large Family,63,0,3.37,0.69,3.09,1.39,0.0,2.4,Lower-Middle,Low Spending
7761,Couple,38702.0,1,0,2013-01-08 00:00:00,71,13,11,24,13,8,40,2,0,0,0,0,0,0,1,Couple_WithChild,Small Family,109,0,2.64,2.48,3.22,2.64,2.2,3.71,Lower-Middle,Low Spending
5278,Couple,82224.0,0,0,25-01-2014,83,307,26,360,138,31,40,1,0,0,0,1,0,0,0,Couple_NoChild,No Children,902,1,5.73,3.3,5.89,4.93,3.47,3.71,Upper-Middle,Lower-Middle Spending
3560,Couple,83844.0,0,0,2013-12-05 00:00:00,57,901,31,345,75,31,191,1,0,0,1,0,0,0,0,Couple_NoChild,No Children,1574,1,6.8,3.47,5.85,4.33,3.47,5.26,Upper-Middle,Upper-Middle Spending
7235,Couple,17003.0,1,0,2013-09-12 00:00:00,37,2,5,12,4,8,7,3,0,0,0,0,0,0,1,Couple_WithChild,Small Family,38,0,1.1,1.79,2.56,1.61,2.2,2.08,Low Income,Low Spending
10548,Single,71163.0,0,0,2014-09-03 00:00:00,30,283,17,372,138,106,44,1,0,0,0,0,0,0,0,Single_NoChild,No Children,960,0,5.65,2.89,5.92,4.93,4.67,3.81,Upper-Middle,Lower-Middle Spending
2281,Single,33697.0,1,0,15-09-2013,34,4,3,7,0,3,11,1,1,0,0,0,0,0,1,Single_WithChild,Small Family,28,1,1.61,1.39,2.08,0.0,1.39,2.48,Lower-Middle,Low Spending
4073,Couple,63564.0,0,0,29-01-2014,0,769,80,252,15,34,65,1,1,0,0,0,0,1,0,Couple_NoChild,No Children,1215,2,6.65,4.39,5.53,2.77,3.56,4.19,Upper-Middle,Lower-Middle Spending
6974,Couple,83443.0,0,0,31-12-2013,89,518,42,742,55,56,84,1,0,0,0,0,0,0,0,Couple_NoChild,No Children,1497,0,6.25,3.76,6.61,4.03,4.04,4.44,Upper-Middle,Upper-Middle Spending
7938,Couple,51518.0,0,1,2013-03-10 00:00:00,92,350,8,66,17,4,4,2,0,0,0,0,0,0,1,Couple_WithChild,Small Family,449,0,5.86,2.2,4.2,2.89,1.61,1.61,Lower-Middle,Low Spending
7094,Single,58330.0,0,1,25-12-2013,87,445,53,213,104,98,151,1,0,0,0,0,0,0,1,Single_WithChild,Small Family,1064,0,6.1,3.99,5.37,4.65,4.6,5.02,Lower-Middle,Lower-Middle Spending
3667,Couple,80952.0,0,0,28-02-2013,20,778,178,689,41,27,44,1,0,1,1,1,0,1,0,Couple_NoChild,No Children,1757,4,6.66,5.19,6.54,3.74,3.33,3.81,Upper-Middle,Upper-Middle Spending
7723,Couple,75507.0,0,0,2014-02-05 00:00:00,56,709,93,374,104,80,80,1,0,0,0,0,0,0,0,Couple_NoChild,No Children,1440,0,6.57,4.54,5.93,4.65,4.39,4.39,Upper-Middle,Upper-Middle Spending
3870,Couple,63855.0,0,0,2013-09-02 00:00:00,28,359,35,314,93,116,89,1,0,0,0,0,0,0,0,Couple_NoChild,No Children,1006,0,5.89,3.58,5.75,4.54,4.76,4.5,Upper-Middle,Lower-Middle Spending
